DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
84K737,Brownsville Ascend Charter School,2013-14,668,0,116,116,140,115,97,84,0,0,0,0,0,0,0,337,50.4%,331,49.6%,2,0.3%,593,88.8%,64,9.6%,6,0.9%,3,0.4%,62,9.3%,1,0.1%,453,67.8%
84K737,Brownsville Ascend Charter School,2014-15,787,0,111,115,116,139,117,106,83,0,0,0,0,0,0,403,51.2%,384,48.8%,6,0.8%,690,87.7%,78,9.9%,9,1.1%,4,0.5%,74,9.4%,8,1.0%,454,57.7%
84K738,New Visions Charter High School for Advanced Math,2013-14,128,0,0,0,0,0,0,0,0,0,0,128,0,0,0,53,41.4%,75,58.6%,4,3.1%,109,85.2%,10,7.8%,2,1.6%,3,2.3%,12,9.4%,5,3.9%,114,89.1%
84K738,New Visions Charter High School for Advanced Math,2014-15,247,0,0,0,0,0,0,0,0,0,0,134,113,0,0,98,39.7%,149,60.3%,9,3.6%,199,80.6%,21,8.5%,14,5.7%,4,1.6%,30,12.1%,11,4.5%,194,78.5%
84K739,New Visions Charter High School for the Humanities,2013-14,120,0,0,0,0,0,0,0,0,0,0,120,0,0,0,66,55.0%,54,45.0%,3,2.5%,102,85.0%,11,9.2%,3,2.5%,1,0.8%,22,18.3%,4,3.3%,101,84.2%
84K739,New Visions Charter High School for the Humanities,2014-15,243,0,0,0,0,0,0,0,0,0,0,132,111,0,0,117,48.1%,126,51.9%,4,1.6%,201,82.7%,22,9.1%,13,5.3%,3,1.2%,46,18.9%,5,2.1%,179,73.7%
84K740,Brooklyn Scholars Charter School,2010-11,249,0,41,52,52,52,26,26,0,0,0,0,0,0,0,111,44.6%,138,55.4%,11,4.4%,207,83.1%,27,10.8%,3,1.2%,1,0.4%,16,6.4%,2,0.8%,223,89.6%
84K740,Brooklyn Scholars Charter School,2011-12,393,0,80,79,78,52,52,25,27,0,0,0,0,0,0,191,48.6%,202,51.4%,15,3.8%,317,80.7%,58,14.8%,2,0.5%,1,0.3%,29,7.4%,3,0.8%,356,90.6%
84K740,Brooklyn Scholars Charter School,2012-13,496,0,77,84,78,75,79,51,26,26,0,0,0,0,0,252,50.8%,244,49.2%,20,4.0%,389,78.4%,84,16.9%,2,0.4%,1,0.2%,40,8.1%,1,0.2%,452,91.1%
84K740,Brooklyn Scholars Charter School,2013-14,570,0,79,80,76,78,77,78,51,25,26,0,0,0,0,299,52.5%,271,47.5%,26,4.6%,420,73.7%,117,20.5%,6,1.1%,1,0.2%,46,8.1%,3,0.5%,339,59.5%
84K740,Brooklyn Scholars Charter School,2014-15,630,0,80,79,80,78,77,79,80,50,27,0,0,0,0,326,51.7%,304,48.3%,33,5.2%,443,70.3%,145,23.0%,7,1.1%,2,0.3%,54,8.6%,2,0.3%,336,53.3%
84K741,Success Academy Crown Heights (Brooklyn 7),2013-14,145,0,93,52,0,0,0,0,0,0,0,0,0,0,0,70,48.3%,75,51.7%,1,0.7%,128,88.3%,12,8.3%,4,2.8%,0,0.0%,13,9.0%,3,2.1%,118,81.4%
84K741,Success Academy Crown Heights (Brooklyn 7),2014-15,235,0,84,90,61,0,0,0,0,0,0,0,0,0,0,119,50.6%,116,49.4%,0,0.0%,216,91.9%,14,6.0%,4,1.7%,1,0.4%,14,6.0%,4,1.7%,174,74.0%
84K742,Explore Empower Charter School,2010-11,223,0,56,56,55,56,0,0,0,0,0,0,0,0,0,105,47.1%,118,52.9%,0,0.0%,218,97.8%,2,0.9%,0,0.0%,3,1.3%,29,13.0%,3,1.3%,191,85.7%
84K742,Explore Empower Charter School,2011-12,299,0,60,60,59,60,60,0,0,0,0,0,0,0,0,135,45.2%,164,54.8%,0,0.0%,288,96.3%,9,3.0%,0,0.0%,2,0.7%,36,12.0%,3,1.0%,263,88.0%
84K742,Explore Empower Charter School,2012-13,356,0,59,59,59,60,60,59,0,0,0,0,0,0,0,161,45.2%,195,54.8%,0,0.0%,339,95.2%,15,4.2%,0,0.0%,2,0.6%,62,17.4%,10,2.8%,310,87.1%
84K742,Explore Empower Charter School,2013-14,413,0,60,58,60,60,60,58,57,0,0,0,0,0,0,180,43.6%,233,56.4%,3,0.7%,382,92.5%,23,5.6%,3,0.7%,2,0.5%,85,20.6%,10,2.4%,370,89.6%
84K742,Explore Empower Charter School,2014-15,469,0,53,60,59,60,60,60,60,57,0,0,0,0,0,210,44.8%,259,55.2%,3,0.6%,415,88.5%,39,8.3%,9,1.9%,3,0.6%,91,19.4%,14,3.0%,406,86.6%
84K744,Coney Island Preparatory Public Charter School,2010-11,179,0,0,0,0,0,0,89,90,0,0,0,0,0,0,83,46.4%,96,53.6%,24,13.4%,73,40.8%,52,29.1%,0,0.0%,30,16.8%,43,24.0%,13,7.3%,136,76.0%
84K744,Coney Island Preparatory Public Charter School,2011-12,271,0,0,0,0,0,0,91,89,91,0,0,0,0,0,115,42.4%,156,57.6%,24,8.9%,114,42.1%,86,31.7%,9,3.3%,38,14.0%,61,22.5%,13,4.8%,215,79.3%
84K744,Coney Island Preparatory Public Charter School,2012-13,355,0,0,0,0,0,0,92,89,89,85,0,0,0,0,147,41.4%,208,58.6%,42,11.8%,135,38.0%,116,32.7%,9,2.5%,53,14.9%,89,25.1%,16,4.5%,305,85.9%
84K744,Coney Island Preparatory Public Charter School,2013-14,446,0,0,0,0,0,0,88,90,89,90,89,0,0,0,192,43.0%,254,57.0%,49,11.0%,188,42.2%,134,30.0%,9,2.0%,66,14.8%,104,23.3%,17,3.8%,383,85.9%
84K744,Coney Island Preparatory Public Charter School,2014-15,656,0,64,63,0,0,1,87,92,87,89,88,85,0,0,293,44.7%,363,55.3%,63,9.6%,257,39.2%,215,32.8%,15,2.3%,106,16.2%,144,22.0%,17,2.6%,541,82.5%
84K746,Hebrew Language Academy Charter School,2010-11,224,0,79,73,72,0,0,0,0,0,0,0,0,0,0,123,54.9%,101,45.1%,0,0.0%,82,36.6%,11,4.9%,10,4.5%,121,54.0%,31,13.8%,13,5.8%,151,67.4%
84K746,Hebrew Language Academy Charter School,2011-12,313,0,80,78,77,78,0,0,0,0,0,0,0,0,0,157,50.2%,156,49.8%,0,0.0%,117,37.4%,15,4.8%,13,4.2%,168,53.7%,58,18.5%,17,5.4%,195,62.3%
84K746,Hebrew Language Academy Charter School,2012-13,394,0,83,84,82,73,72,0,0,0,0,0,0,0,0,217,55.1%,177,44.9%,1,0.3%,171,43.4%,15,3.8%,16,4.1%,191,48.5%,69,17.5%,32,8.1%,249,63.2%
84K746,Hebrew Language Academy Charter School,2013-14,479,0,81,84,84,82,73,75,0,0,0,0,0,0,0,238,49.7%,241,50.3%,4,0.8%,192,40.1%,17,3.5%,7,1.5%,259,54.1%,72,15.0%,39,8.1%,310,64.7%
84K746,Hebrew Language Academy Charter School,2014-15,472,0,87,87,85,76,77,60,0,0,0,0,0,0,0,235,49.8%,237,50.2%,4,0.8%,180,38.1%,17,3.6%,6,1.3%,265,56.1%,71,15.0%,27,5.7%,301,63.8%
84K752,Success Academy Fort Greene (Brooklyn 5),2013-14,136,0,83,53,0,0,0,0,0,0,0,0,0,0,0,67,49.3%,69,50.7%,4,2.9%,98,72.1%,21,15.4%,7,5.1%,6,4.4%,19,14.0%,5,3.7%,83,61.0%
84K752,Success Academy Fort Greene (Brooklyn 5),2014-15,204,0,77,71,56,0,0,0,0,0,0,0,0,0,0,107,52.5%,97,47.5%,4,2.0%,151,74.0%,35,17.2%,3,1.5%,11,5.4%,23,11.3%,5,2.5%,121,59.3%
84K756,Success Academy Prospect Heights (Brooklyn 6),2013-14,197,0,138,59,0,0,0,0,0,0,0,0,0,0,0,109,55.3%,88,44.7%,1,0.5%,175,88.8%,13,6.6%,4,2.0%,4,2.0%,22,11.2%,4,2.0%,126,64.0%
84K756,Success Academy Prospect Heights (Brooklyn 6),2014-15,246,0,60,129,57,0,0,0,0,0,0,0,0,0,0,132,53.7%,114,46.3%,1,0.4%,219,89.0%,18,7.3%,4,1.6%,4,1.6%,28,11.4%,4,1.6%,167,67.9%
84K757,Unity Prep Charter School,2013-14,139,0,0,0,0,0,0,0,139,0,0,0,0,0,0,49,35.3%,90,64.7%,5,3.6%,111,79.9%,20,14.4%,2,1.4%,1,0.7%,30,21.6%,3,2.2%,115,82.7%
84K757,Unity Prep Charter School,2014-15,231,0,0,0,0,0,0,0,109,122,0,0,0,0,0,99,42.9%,132,57.1%,5,2.2%,181,78.4%,42,18.2%,0,0.0%,3,1.3%,54,23.4%,11,4.8%,172,74.5%
84K758,Brooklyn Urban Garden Charter School,2013-14,139,0,0,0,0,0,0,0,139,0,0,0,0,0,0,56,40.3%,83,59.7%,10,7.2%,55,39.6%,35,25.2%,5,3.6%,34,24.5%,27,19.4%,6,4.3%,64,46.0%
84K758,Brooklyn Urban Garden Charter School,2014-15,203,0,0,0,0,0,0,0,74,129,0,0,0,0,0,92,45.3%,111,54.7%,18,8.9%,70,34.5%,68,33.5%,8,3.9%,39,19.2%,49,24.1%,6,3.0%,71,35.0%
84K759,CANARSIE ASCEND CHARTER SCHOOL,2013-14,207,0,95,112,0,0,0,0,0,0,0,0,0,0,0,94,45.4%,113,54.6%,1,0.5%,189,91.3%,9,4.3%,5,2.4%,3,1.4%,16,7.7%,0,0.0%,154,74.4%
84K759,CANARSIE ASCEND CHARTER SCHOOL,2014-15,250,0,33,108,109,0,0,0,0,0,0,0,0,0,0,123,49.2%,127,50.8%,1,0.4%,229,91.6%,13,5.2%,5,2.0%,2,0.8%,22,8.8%,0,0.0%,174,69.6%
84K769,Hyde Leadership Charter School- Brooklyn,2010-11,117,0,67,50,0,0,0,0,0,0,0,0,0,0,0,64,54.7%,53,45.3%,0,0.0%,91,77.8%,25,21.4%,1,0.9%,0,0.0%,3,2.6%,2,1.7%,102,87.2%
84K769,Hyde Leadership Charter School- Brooklyn,2011-12,208,0,69,73,66,0,0,0,0,0,0,0,0,0,0,122,58.7%,86,41.3%,1,0.5%,177,85.1%,30,14.4%,0,0.0%,0,0.0%,14,6.7%,2,1.0%,193,92.8%
84K769,Hyde Leadership Charter School- Brooklyn,2012-13,270,0,68,66,70,66,0,0,0,0,0,0,0,0,0,157,58.1%,113,41.9%,3,1.1%,219,81.1%,48,17.8%,0,0.0%,0,0.0%,21,7.8%,13,4.8%,244,90.4%
84K769,Hyde Leadership Charter School- Brooklyn,2013-14,345,0,64,73,71,73,64,0,0,0,0,0,0,0,0,186,53.9%,159,46.1%,6,1.7%,265,76.8%,73,21.2%,1,0.3%,0,0.0%,41,11.9%,35,10.1%,319,92.5%
84K769,Hyde Leadership Charter School- Brooklyn,2014-15,392,0,51,67,69,70,74,61,0,0,0,0,0,0,0,214,54.6%,178,45.4%,6,1.5%,294,75.0%,88,22.4%,3,0.8%,1,0.3%,40,10.2%,33,8.4%,341,87.0%
84K772,Success Academy Charter School - Bensonhurst - New,2014-15,184,0,126,58,0,0,0,0,0,0,0,0,0,0,0,90,48.9%,94,51.1%,17,9.2%,30,16.3%,36,19.6%,1,0.5%,100,54.3%,24,13.0%,33,17.9%,74,40.2%
84K774,Achievement First Apollo Charter School,2010-11,174,0,87,87,0,0,0,0,0,0,0,0,0,0,0,82,47.1%,92,52.9%,1,0.6%,148,85.1%,21,12.1%,2,1.1%,2,1.1%,10,5.7%,4,2.3%,149,85.6%
84K774,Achievement First Apollo Charter School,2011-12,250,0,92,87,71,0,0,0,0,0,0,0,0,0,0,119,47.6%,131,52.4%,6,2.4%,199,79.6%,42,16.8%,3,1.2%,0,0.0%,10,4.0%,11,4.4%,222,88.8%
84K774,Achievement First Apollo Charter School,2012-13,343,0,96,91,93,63,0,0,0,0,0,0,0,0,0,184,53.6%,159,46.4%,8,2.3%,257,74.9%,77,22.4%,1,0.3%,0,0.0%,22,6.4%,16,4.7%,291,84.8%
84K774,Achievement First Apollo Charter School,2013-14,427,0,96,99,96,83,53,0,0,0,0,0,0,0,0,225,52.7%,202,47.3%,13,3.0%,305,71.4%,101,23.7%,7,1.6%,1,0.2%,28,6.6%,25,5.9%,366,85.7%
84K774,Achievement First Apollo Charter School,2014-15,578,0,99,99,98,97,85,100,0,0,0,0,0,0,0,311,53.8%,267,46.2%,22,3.8%,395,68.3%,155,26.8%,4,0.7%,2,0.3%,44,7.6%,48,8.3%,503,87.0%
84K775,Leadership Preparatory Ocean Hill Charter School,2010-11,142,0,85,57,0,0,0,0,0,0,0,0,0,0,0,67,47.2%,75,52.8%,0,0.0%,140,98.6%,2,1.4%,0,0.0%,0,0.0%,10,7.0%,1,0.7%,128,90.1%
84K775,Leadership Preparatory Ocean Hill Charter School,2011-12,231,0,84,86,61,0,0,0,0,0,0,0,0,0,0,112,48.5%,119,51.5%,1,0.4%,204,88.3%,6,2.6%,19,8.2%,1,0.4%,17,7.4%,2,0.9%,200,86.6%
84K775,Leadership Preparatory Ocean Hill Charter School,2012-13,295,0,80,82,79,54,0,0,0,0,0,0,0,0,0,148,50.2%,147,49.8%,2,0.7%,254,86.1%,18,6.1%,19,6.4%,2,0.7%,19,6.4%,4,1.4%,256,86.8%
84K775,Leadership Preparatory Ocean Hill Charter School,2013-14,486,0,90,88,87,84,55,82,0,0,0,0,0,0,0,234,48.1%,252,51.9%,1,0.2%,408,84.0%,51,10.5%,24,4.9%,2,0.4%,43,8.8%,8,1.6%,416,85.6%
84K775,Leadership Preparatory Ocean Hill Charter School,2014-15,603,0,90,90,87,86,81,81,88,0,0,0,0,0,0,305,50.6%,298,49.4%,1,0.2%,510,84.6%,73,12.1%,16,2.7%,3,0.5%,49,8.1%,11,1.8%,503,83.4%
84K777,Ocean Hill Collegiate Charter School,2010-11,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,41,51.2%,39,48.8%,0,0.0%,79,98.8%,1,1.3%,0,0.0%,0,0.0%,12,15.0%,0,0.0%,69,86.3%
84K777,Ocean Hill Collegiate Charter School,2011-12,145,0,0,0,0,0,0,81,64,0,0,0,0,0,0,73,50.3%,72,49.7%,0,0.0%,140,96.6%,4,2.8%,1,0.7%,0,0.0%,18,12.4%,1,0.7%,118,81.4%
84K777,Ocean Hill Collegiate Charter School,2012-13,201,0,0,0,0,0,0,80,64,57,0,0,0,0,0,107,53.2%,94,46.8%,1,0.5%,187,93.0%,7,3.5%,3,1.5%,3,1.5%,24,11.9%,1,0.5%,166,82.6%
84K777,Ocean Hill Collegiate Charter School,2013-14,256,0,0,0,0,0,0,79,72,51,54,0,0,0,0,130,50.8%,126,49.2%,4,1.6%,232,90.6%,13,5.1%,3,1.2%,4,1.6%,34,13.3%,2,0.8%,215,84.0%
84K777,Ocean Hill Collegiate Charter School,2014-15,310,0,0,0,0,0,0,74,78,71,48,39,0,0,0,154,49.7%,156,50.3%,4,1.3%,277,89.4%,20,6.5%,4,1.3%,5,1.6%,42,13.5%,3,1.0%,251,81.0%
84K780,Brooklyn East Collegiate Charter School,2010-11,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,29,36.3%,51,63.7%,0,0.0%,70,87.5%,10,12.5%,0,0.0%,0,0.0%,14,17.5%,0,0.0%,66,82.5%
84K780,Brooklyn East Collegiate Charter School,2011-12,140,0,0,0,0,0,0,81,59,0,0,0,0,0,0,56,40.0%,84,60.0%,0,0.0%,126,90.0%,13,9.3%,1,0.7%,0,0.0%,21,15.0%,1,0.7%,113,80.7%
84K780,Brooklyn East Collegiate Charter School,2012-13,212,0,0,0,0,0,0,88,69,55,0,0,0,0,0,90,42.5%,122,57.5%,0,0.0%,191,90.1%,20,9.4%,1,0.5%,0,0.0%,28,13.2%,3,1.4%,173,81.6%
84K780,Brooklyn East Collegiate Charter School,2013-14,282,0,0,0,0,0,0,75,87,68,52,0,0,0,0,124,44.0%,158,56.0%,2,0.7%,257,91.1%,22,7.8%,1,0.4%,0,0.0%,42,14.9%,5,1.8%,230,81.6%
84K780,Brooklyn East Collegiate Charter School,2014-15,339,0,0,0,0,0,0,81,83,73,63,39,0,0,0,167,49.3%,172,50.7%,2,0.6%,293,86.4%,27,8.0%,17,5.0%,0,0.0%,41,12.1%,9,2.7%,261,77.0%
84K781,Success Academy Charter School - Bergen Beach - Ne,2014-15,183,0,120,63,0,0,0,0,0,0,0,0,0,0,0,87,47.5%,96,52.5%,1,0.5%,158,86.3%,20,10.9%,1,0.5%,3,1.6%,14,7.7%,0,0.0%,77,42.1%
84K782,Bedford Stuyvesant New Beginnings Charter School,2010-11,180,0,43,41,47,49,0,0,0,0,0,0,0,0,0,89,49.4%,91,50.6%,1,0.6%,138,76.7%,28,15.6%,10,5.6%,3,1.7%,22,12.2%,3,1.7%,158,87.8%
84K782,Bedford Stuyvesant New Beginnings Charter School,2011-12,249,0,52,52,50,49,46,0,0,0,0,0,0,0,0,131,52.6%,118,47.4%,0,0.0%,198,79.5%,49,19.7%,1,0.4%,1,0.4%,38,15.3%,16,6.4%,226,90.8%
84K782,Bedford Stuyvesant New Beginnings Charter School,2012-13,335,0,66,65,63,47,48,46,0,0,0,0,0,0,0,180,53.7%,155,46.3%,0,0.0%,256,76.4%,75,22.4%,4,1.2%,0,0.0%,42,12.5%,28,8.4%,290,86.6%
84K782,Bedford Stuyvesant New Beginnings Charter School,2013-14,445,0,72,75,72,73,54,53,46,0,0,0,0,0,0,231,51.9%,214,48.1%,0,0.0%,320,71.9%,118,26.5%,6,1.3%,1,0.2%,70,15.7%,31,7.0%,397,89.2%
84K782,Bedford Stuyvesant New Beginnings Charter School,2014-15,521,0,73,74,72,74,72,52,50,54,0,0,0,0,0,285,54.7%,236,45.3%,0,0.0%,357,68.5%,161,30.9%,3,0.6%,0,0.0%,82,15.7%,31,6.0%,463,88.9%
84K784,Achievement First North Brooklyn Prep Charter Scho,2014-15,181,0,91,90,0,0,0,0,0,0,0,0,0,0,0,93,51.4%,88,48.6%,5,2.8%,60,33.1%,115,63.5%,0,0.0%,1,0.6%,29,16.0%,36,19.9%,151,83.4%
84K785,Imagine Me Leadership Charter School,2010-11,117,0,64,53,0,0,0,0,0,0,0,0,0,0,0,3,2.6%,114,97.4%,0,0.0%,105,89.7%,9,7.7%,2,1.7%,1,0.9%,16,13.7%,2,1.7%,94,80.3%
84K785,Imagine Me Leadership Charter School,2011-12,157,0,48,56,53,0,0,0,0,0,0,0,0,0,0,0,0.0%,157,100.0%,0,0.0%,142,90.4%,10,6.4%,3,1.9%,2,1.3%,23,14.6%,3,1.9%,129,82.2%
84K785,Imagine Me Leadership Charter School,2012-13,193,0,31,57,57,48,0,0,0,0,0,0,0,0,0,0,0.0%,193,100.0%,0,0.0%,172,89.1%,15,7.8%,4,2.1%,2,1.0%,25,13.0%,4,2.1%,157,81.3%
84K785,Imagine Me Leadership Charter School,2013-14,221,0,34,44,56,48,39,0,0,0,0,0,0,0,0,0,0.0%,221,100.0%,0,0.0%,188,85.1%,26,11.8%,5,2.3%,2,0.9%,32,14.5%,4,1.8%,184,83.3%
84K785,Imagine Me Leadership Charter School,2014-15,227,0,27,39,40,52,45,24,0,0,0,0,0,0,0,0,0.0%,227,100.0%,0,0.0%,194,85.5%,27,11.9%,4,1.8%,2,0.9%,34,15.0%,4,1.8%,178,78.4%
84K788,Achievement First Linden Elementary School,2014-15,187,0,95,92,0,0,0,0,0,0,0,0,0,0,0,83,44.4%,104,55.6%,2,1.1%,156,83.4%,25,13.4%,3,1.6%,1,0.5%,13,7.0%,4,2.1%,156,83.4%
84K789,Compass Charter School,2014-15,108,0,55,53,0,0,0,0,0,0,0,0,0,0,0,52,48.1%,56,51.9%,9,8.3%,35,32.4%,10,9.3%,13,12.0%,41,38.0%,12,11.1%,0,0.0%,30,27.8%
84K790,Central Brooklyn Ascend Charter School,2014-15,169,0,86,83,0,0,0,0,0,0,0,0,0,0,0,80,47.3%,89,52.7%,0,0.0%,147,87.0%,18,10.7%,3,1.8%,1,0.6%,18,10.7%,1,0.6%,105,62.1%
84K791,Brooklyn Dreams Charter School,2010-11,200,0,40,53,54,53,0,0,0,0,0,0,0,0,0,87,43.5%,113,56.5%,8,4.0%,141,70.5%,38,19.0%,7,3.5%,6,3.0%,31,15.5%,9,4.5%,165,82.5%
84K791,Brooklyn Dreams Charter School,2011-12,247,0,40,52,52,52,51,0,0,0,0,0,0,0,0,106,42.9%,141,57.1%,13,5.3%,170,68.8%,53,21.5%,4,1.6%,7,2.8%,33,13.4%,11,4.5%,218,88.3%
84K791,Brooklyn Dreams Charter School,2012-13,413,0,74,78,78,77,53,53,0,0,0,0,0,0,0,202,48.9%,211,51.1%,35,8.5%,272,65.9%,84,20.3%,12,2.9%,10,2.4%,60,14.5%,14,3.4%,332,80.4%
84K791,Brooklyn Dreams Charter School,2013-14,513,0,76,78,81,85,86,98,9,0,0,0,0,0,0,255,49.7%,258,50.3%,58,11.3%,337,65.7%,92,17.9%,12,2.3%,14,2.7%,79,15.4%,18,3.5%,317,61.8%
84K791,Brooklyn Dreams Charter School,2014-15,586,0,79,82,80,81,79,80,54,51,0,0,0,0,0,286,48.8%,300,51.2%,90,15.4%,373,63.7%,95,16.2%,13,2.2%,15,2.6%,93,15.9%,26,4.4%,490,83.6%
84K792,The Cultural Arts Academy at Spring Creek Charter,2010-11,121,0,61,60,0,0,0,0,0,0,0,0,0,0,0,59,48.8%,62,51.2%,0,0.0%,110,90.9%,4,3.3%,5,4.1%,2,1.7%,15,12.4%,0,0.0%,36,29.8%
84K792,The Cultural Arts Academy at Spring Creek Charter,2011-12,169,0,41,63,65,0,0,0,0,0,0,0,0,0,0,89,52.7%,80,47.3%,3,1.8%,156,92.3%,6,3.6%,2,1.2%,2,1.2%,15,8.9%,0,0.0%,61,36.1%
84K792,The Cultural Arts Academy at Spring Creek Charter,2012-13,220,0,43,48,64,65,0,0,0,0,0,0,0,0,0,114,51.8%,106,48.2%,3,1.4%,202,91.8%,10,4.5%,2,0.9%,3,1.4%,21,9.5%,0,0.0%,120,54.5%
84K792,The Cultural Arts Academy at Spring Creek Charter,2013-14,257,0,42,42,48,61,64,0,0,0,0,0,0,0,0,130,50.6%,127,49.4%,2,0.8%,236,91.8%,11,4.3%,4,1.6%,4,1.6%,28,10.9%,0,0.0%,114,44.4%
84K792,The Cultural Arts Academy at Spring Creek Charter,2014-15,296,0,43,45,43,48,62,55,0,0,0,0,0,0,0,145,49.0%,151,51.0%,3,1.0%,276,93.2%,12,4.1%,2,0.7%,3,1.0%,27,9.1%,0,0.0%,90,30.4%
84K793,Bushwick Ascend Charter School,2010-11,210,0,100,110,0,0,0,0,0,0,0,0,0,0,0,104,49.5%,106,50.5%,1,0.5%,118,56.2%,78,37.1%,7,3.3%,6,2.9%,22,10.5%,16,7.6%,178,84.8%
84K793,Bushwick Ascend Charter School,2011-12,249,0,51,102,96,0,0,0,0,0,0,0,0,0,0,130,52.2%,119,47.8%,0,0.0%,123,49.4%,111,44.6%,8,3.2%,7,2.8%,29,11.6%,18,7.2%,218,87.6%
84K793,Bushwick Ascend Charter School,2012-13,425,0,106,106,115,98,0,0,0,0,0,0,0,0,0,216,50.8%,209,49.2%,2,0.5%,159,37.4%,250,58.8%,7,1.6%,7,1.6%,38,8.9%,42,9.9%,384,90.4%
84K793,Bushwick Ascend Charter School,2013-14,536,0,121,107,108,119,81,0,0,0,0,0,0,0,0,261,48.7%,275,51.3%,6,1.1%,173,32.3%,346,64.6%,3,0.6%,8,1.5%,68,12.7%,66,12.3%,490,91.4%
84K793,Bushwick Ascend Charter School,2014-15,643,0,119,116,117,108,117,66,0,0,0,0,0,0,0,304,47.3%,339,52.7%,7,1.1%,161,25.0%,463,72.0%,3,0.5%,9,1.4%,87,13.5%,106,16.5%,546,84.9%
84K796,Lefferts Garden Charter School,2010-11,147,0,75,72,0,0,0,0,0,0,0,0,0,0,0,69,46.9%,78,53.1%,4,2.7%,116,78.9%,10,6.8%,7,4.8%,10,6.8%,15,10.2%,1,0.7%,110,74.8%
84K796,Lefferts Gardens Charter School,2011-12,234,0,80,78,76,0,0,0,0,0,0,0,0,0,0,121,51.7%,113,48.3%,6,2.6%,197,84.2%,14,6.0%,5,2.1%,12,5.1%,31,13.2%,5,2.1%,184,78.6%
84K796,Lefferts Gardens Charter School,2012-13,319,0,81,79,82,77,0,0,0,0,0,0,0,0,0,163,51.1%,156,48.9%,7,2.2%,280,87.8%,15,4.7%,3,0.9%,14,4.4%,44,13.8%,7,2.2%,242,75.9%
84K796,Lefferts Gardens Charter School,2013-14,386,0,76,78,80,79,73,0,0,0,0,0,0,0,0,199,51.6%,187,48.4%,6,1.6%,334,86.5%,27,7.0%,8,2.1%,11,2.8%,48,12.4%,11,2.8%,301,78.0%
84K796,Lefferts Gardens Charter School,2014-15,453,0,73,83,80,80,80,57,0,0,0,0,0,0,0,228,50.3%,225,49.7%,11,2.4%,389,85.9%,33,7.3%,11,2.4%,9,2.0%,56,12.4%,14,3.1%,361,79.7%
84K797,New Hope Academy Charter School,2010-11,177,0,75,54,48,0,0,0,0,0,0,0,0,0,0,88,49.7%,89,50.3%,0,0.0%,175,98.9%,1,0.6%,1,0.6%,0,0.0%,15,8.5%,3,1.7%,147,83.1%
84K797,New Hope Academy Charter School,2011-12,241,0,73,74,48,46,0,0,0,0,0,0,0,0,0,121,50.2%,120,49.8%,0,0.0%,238,98.8%,3,1.2%,0,0.0%,0,0.0%,22,9.1%,3,1.2%,206,85.5%
84K797,New Hope Academy Charter School,2012-13,310,0,52,79,78,52,49,0,0,0,0,0,0,0,0,157,50.6%,153,49.4%,0,0.0%,304,98.1%,3,1.0%,3,1.0%,0,0.0%,27,8.7%,3,1.0%,274,88.4%
84K797,New Hope Academy Charter School,2013-14,368,0,51,56,83,79,52,47,0,0,0,0,0,0,0,185,50.3%,183,49.7%,0,0.0%,360,97.8%,3,0.8%,3,0.8%,2,0.5%,39,10.6%,3,0.8%,206,56.0%
84K797,New Hope Academy Charter School,2014-15,392,0,70,57,57,87,79,42,0,0,0,0,0,0,0,193,49.2%,199,50.8%,0,0.0%,384,98.0%,4,1.0%,3,0.8%,1,0.3%,36,9.2%,1,0.3%,192,49.0%
84K803,Brooklyn LAB Charter School,2014-15,126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,55,43.7%,71,56.3%,5,4.0%,85,67.5%,26,20.6%,5,4.0%,5,4.0%,22,17.5%,2,1.6%,55,43.7%
84M065,Democracy Prep Endurance Charter School,2012-13,111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,54,48.6%,57,51.4%,0,0.0%,67,60.4%,43,38.7%,0,0.0%,1,0.9%,26,23.4%,3,2.7%,95,85.6%
84M065,Democracy Prep Endurance Charter School,2013-14,222,0,0,0,0,0,0,0,118,104,0,0,0,0,0,113,50.9%,109,49.1%,0,0.0%,141,63.5%,76,34.2%,1,0.5%,4,1.8%,53,23.9%,15,6.8%,140,63.1%
84M065,Democracy Prep Endurance Charter School,2014-15,346,0,0,0,0,0,0,0,115,116,115,0,0,0,0,163,47.1%,183,52.9%,0,0.0%,231,66.8%,110,31.8%,1,0.3%,4,1.2%,76,22.0%,21,6.1%,187,54.0%
84M068,KIPP Washington Heights Middle School,2012-13,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,48,48.0%,52,52.0%,0,0.0%,15,15.0%,81,81.0%,2,2.0%,2,2.0%,17,17.0%,20,20.0%,91,91.0%
